,apparentTemperature,cloudCover,created_at,dewPoint,humidity,icon,location,num_tweets,precipIntensity,precipProbability,precipType,precipTypeNone,precipTypeRain,precipTypeSnow,pressure,sentiment_average,sentiment_percent_positive,temperature,time,timeHour,visibility,windBearing,windSpeed
244,27.43,0.07,{u'$date': 1511694498000},21.49,0.78,clear-night,Chicago,13.0,0.0,0.0,NoPrecip,True,False,False,1023.51,0.209327744905,0.596153846154,27.43,1511697600,2017-11-26 06,10.0,254,1.65
245,28.4,0.05,{u'$date': 1511690596000},21.85,0.76,clear-night,Chicago,21.0,0.0,0.0,NoPrecip,True,False,False,1023.79,0.158099489796,0.52619047619,28.4,1511694000,2017-11-26 05,10.0,282,1.69
246,29.22,0.05,{u'$date': 1511687005000},22.6,0.76,clear-night,Chicago,26.0,0.0,0.0,NoPrecip,True,False,False,1023.65,0.0662795537796,0.538461538462,29.22,1511690400,2017-11-26 04,10.0,299,1.41
247,35.67,0.31,{u'$date': 1510038002000},32.6,0.69,partly-cloudy-night,Chicago,165.0,0.0,0.0,NoPrecip,True,False,False,1025.4,0.0844269747508,0.584090909091,42.09,1510041600,2017-11-07 02,10.0,15,11.46
248,34.76,0.47,{u'$date': 1510041601000},32.16,0.69,partly-cloudy-night,Chicago,119.0,0.0,0.0,NoPrecip,True,False,False,1025.21,0.14997026911,0.611344537815,41.45,1510045200,2017-11-07 03,10.0,21,11.77
249,38.35,0.38,{u'$date': 1510030814000},33.11,0.63,partly-cloudy-day,Chicago,448.0,0.0,0.0,NoPrecip,True,False,False,1026.81,0.176256988782,0.643210565476,44.94,1510077600,2017-11-07 00,10.0,18,14.36
250,36.27,0.31,{u'$date': 1510034400000},33.36,0.7,partly-cloudy-night,Chicago,266.0,0.0,0.0,NoPrecip,True,False,False,1025.2,0.111097616008,0.628332194122,42.35,1510038000,2017-11-07 01,10.0,18,10.72
251,34.12,0.27,{u'$date': 1510052461000},32.04,0.71,partly-cloudy-night,Chicago,101.0,0.0,0.0,NoPrecip,True,False,False,1025.87,0.155429354291,0.635643564356,40.66,1510056000,2017-11-07 06,10.0,33,10.81
252,35.06,0.0,{u'$date': 1510056011000},32.17,0.7,clear-day,Chicago,216.0,0.0,0.0,NoPrecip,True,False,False,1026.62,0.237610118108,0.741481481481,41.14,1510059600,2017-11-07 07,10.0,29,9.98
253,32.91,0.09,{u'$date': 1510045228000},31.6,0.72,clear-night,Chicago,75.0,0.0,0.0,NoPrecip,True,False,False,1025.21,0.135224531025,0.681333333333,39.96,1510048800,2017-11-07 04,10.0,6,11.69
254,33.85,0.1,{u'$date': 1510048801000},31.46,0.71,clear-night,Chicago,58.0,0.0,0.0,NoPrecip,True,False,False,1025.55,0.265272283591,0.720905172414,39.96,1510052400,2017-11-07 05,9.6,16,9.43
255,36.39,0.1,{u'$date': 1510059632000},32.79,0.67,clear-day,Chicago,396.0,0.0,0.0,NoPrecip,True,False,False,1026.79,0.165832480671,0.656060606061,42.87,1510063200,2017-11-07 08,10.0,42,12.19
256,37.8,0.49,{u'$date': 1510063210000},32.87,0.63,partly-cloudy-day,Chicago,568.0,0.0,0.0,NoPrecip,True,False,False,1026.72,0.221826768117,0.699053697183,44.48,1510066800,2017-11-07 09,10.0,32,14.21
257,32.81,0.0,{u'$date': 1509300001000},28.53,0.68,clear-night,Chicago,714.0,0.0,0.0,NoPrecip,True,False,False,1013.38,0.0848149596539,0.623535247432,37.98,1509260400,2017-10-29 14,10.0,282,6.83
258,32.07,0.0,{u'$date': 1509303600000},28.3,0.68,clear-night,Chicago,685.0,0.0,0.0,NoPrecip,True,False,False,1013.15,0.073861700346,0.565693430657,37.8,1509264000,2017-10-29 15,10.0,281,7.71
259,30.28,0.75,{u'$date': 1509307200000},28.58,0.71,partly-cloudy-night,Chicago,594.0,0.0,0.0,NoPrecip,True,False,False,1012.75,0.154656458345,0.646464646465,36.98,1509267600,2017-10-29 16,10.0,285,9.22
260,30.65,0.31,{u'$date': 1509310807000},28.13,0.71,partly-cloudy-night,Chicago,471.0,0.0,0.0,NoPrecip,True,False,False,1012.66,0.17421490518,0.681564048125,36.49,1509271200,2017-10-29 17,10.0,271,7.42
261,34.31,0.21,{u'$date': 1509285602000},27.2,0.62,clear-day,Chicago,388.0,0.0,0.0,NoPrecip,True,False,False,1012.86,0.212879709512,0.686211340206,39.14,1509289200,2017-10-29 10,10.0,272,6.67
262,35.18,0.25,{u'$date': 1509289223000},26.48,0.57,partly-cloudy-day,Chicago,461.0,0.0,0.0,NoPrecip,True,False,False,1012.3,0.235616083026,0.680043383948,40.66,1509292800,2017-10-29 11,10.0,248,8.43
263,36.69,0.23,{u'$date': 1509292815000},26.86,0.55,clear-day,Chicago,587.0,0.0,0.0,NoPrecip,True,False,False,1011.91,0.209740812584,0.675724020443,42.02,1509296400,2017-10-29 12,10.0,246,8.74
264,32.16,1.0,{u'$date': 1509296409000},28.87,0.68,cloudy,Chicago,634.0,0.0,0.0,NoPrecip,True,False,False,1013.65,0.206862380449,0.686540483701,38.44,1509256800,2017-10-29 13,9.89,285,9.02
265,32.97,0.04,{u'$date': 1511449544000},22.93,0.52,clear-day,Chicago,256.0,0.0,0.0,NoPrecip,True,False,False,1016.74,0.356555146277,0.751953125,39.08,1511452800,2017-11-23 10,10.0,207,9.0
266,30.38,0.28,{u'$date': 1509314400000},28.29,0.74,partly-cloudy-night,Chicago,545.0,0.0,0.0,NoPrecip,True,False,False,1012.71,0.2557290092,0.723853211009,35.64,1509274800,2017-10-29 18,10.0,281,6.26
267,28.46,0.26,{u'$date': 1509318006000},27.84,0.75,partly-cloudy-night,Chicago,541.0,0.0,0.0,NoPrecip,True,False,False,1012.76,0.169809412159,0.653974121996,34.83,1509278400,2017-10-29 19,10.0,279,7.72
268,27.14,0.17,{u'$date': 1510705480000},32.56,0.93,clear-day,Chicago,360.0,0.0,0.0,NoPrecip,True,False,False,1027.57,0.136512308149,0.6375,34.34,1510664400,2017-11-14 19,3.04,182,9.0
269,26.38,0.5,{u'$date': 1510869609000},26.52,0.78,partly-cloudy-night,Chicago,628.0,0.0,0.0,NoPrecip,True,False,False,1019.9,0.228827633547,0.725636942675,32.75,1510830000,2017-11-16 17,10.0,295,7.04
270,30.35,1.0,{u'$date': 1509210000000},30.59,0.74,cloudy,Chicago,573.0,0.0,0.0,NoPrecip,True,False,False,1009.93,0.200111318716,0.680977312391,38.19,1509170400,2017-10-28 13,10.0,240,12.59
271,31.65,0.0,{u'$date': 1509206401000},31.11,0.71,clear-day,Chicago,584.0,0.0,0.0,NoPrecip,True,False,False,1012.1,0.19789756093,0.676785714286,39.59,1509210000,2017-10-28 12,10.0,267,13.91
272,29.75,0.0,{u'$date': 1509202802000},31.75,0.75,clear-day,Chicago,491.0,0.0,0.0,NoPrecip,True,False,False,1011.84,0.237916157048,0.733633983125,38.89,1509206400,2017-10-28 11,9.61,287,17.23
273,30.17,0.75,{u'$date': 1509199231000},32.72,0.81,partly-cloudy-day,Chicago,447.0,0.0004,0.04,rain,False,True,False,1011.63,0.245325132681,0.726398210291,37.99,1509202800,2017-10-28 10,9.69,283,12.38
274,30.27,0.0,{u'$date': 1509224402000},34.06,0.9,clear-night,Chicago,559.0,0.0,0.0,NoPrecip,True,False,False,1009.63,0.196163819845,0.690715563506,36.77,1509184800,2017-10-28 17,7.42,232,8.72
275,30.39,1.0,{u'$date': 1509220802000},33.37,0.86,cloudy,Chicago,568.0,0.0,0.0,NoPrecip,True,False,False,1009.2,0.173910179829,0.676936619718,37.11,1509181200,2017-10-28 16,5.74,232,9.3
276,29.79,0.0,{u'$date': 1509217206000},31.65,0.79,clear-night,Chicago,570.0,0.0,0.0,NoPrecip,True,False,False,1009.07,0.237537010464,0.694750548246,37.59,1509177600,2017-10-28 15,9.44,238,12.05
277,30.39,0.0,{u'$date': 1509213613000},30.81,0.75,clear-night,Chicago,558.0,0.0,0.0,NoPrecip,True,False,False,1009.3,0.173037718926,0.665949820789,37.9,1509174000,2017-10-28 14,10.0,245,11.51
278,30.17,1.0,{u'$date': 1509231606000},33.76,0.89,cloudy,Chicago,609.0,0.0,0.0,NoPrecip,True,False,False,1010.41,0.213828382712,0.691625615764,36.55,1509192000,2017-10-28 19,9.63,257,8.4
279,29.46,0.0,{u'$date': 1509228006000},34.21,0.91,clear-night,Chicago,586.0,0.0,0.0,NoPrecip,True,False,False,1010.12,0.204496300947,0.690273037543,36.65,1509188400,2017-10-28 18,9.23,247,10.05
280,33.91,0.19,{u'$date': 1510027207000},30.8,0.67,clear-day,Chicago,569.0,0.0,0.0,NoPrecip,True,False,False,1025.18,0.181489906173,0.674282366725,40.82,1509987600,2017-11-06 23,9.95,351,11.88
281,32.28,0.0,{u'$date': 1510023605000},30.33,0.7,clear-day,Chicago,723.0,0.0,0.0,NoPrecip,True,False,False,1024.46,0.174331765112,0.675795297372,39.4,1509984000,2017-11-06 22,9.95,4,11.51
282,30.35,0.21,{u'$date': 1510020002000},29.12,0.7,clear-day,Chicago,694.0,0.0,0.0,NoPrecip,True,False,False,1023.78,0.169050121571,0.643227665706,38.0,1509980400,2017-11-06 21,9.95,348,11.95
283,27.7,0.2,{u'$date': 1510016407000},28.57,0.75,clear-day,Chicago,801.0,0.0,0.0,NoPrecip,True,False,False,1023.88,0.187608457957,0.664013732834,35.62,1509976800,2017-11-06 20,9.85,332,11.15
284,25.54,0.89,{u'$date': 1511474408000},21.25,0.62,partly-cloudy-night,Chicago,364.0,0.0,0.0,NoPrecip,True,False,False,1018.58,0.286007888092,0.716483516484,32.73,1511434800,2017-11-23 17,10.0,212,8.34
285,36.63,0.23,{u'$date': 1511755223000},25.15,0.54,clear-day,Chicago,62.0,0.0,0.0,NoPrecip,True,False,False,1022.96,0.275470525219,0.73064516129,40.29,1511715600,2017-11-26 23,10.0,237,5.24
286,39.01,0.9,{u'$date': 1509843605000},41.98,0.91,rain,Chicago,515.0,0.0775,0.8,rain,False,True,False,1017.66,0.180287718844,0.667443365696,44.42,1509804000,2017-11-04 21,4.23,91,10.3
287,39.21,0.9,{u'$date': 1509840006000},40.6,0.87,rain,Chicago,551.0,0.0603,0.75,rain,False,True,False,1018.01,0.14151371556,0.646460980036,44.21,1509800400,2017-11-04 20,5.23,94,9.12
288,39.21,0.0,{u'$date': 1509850803000},43.52,0.96,clear-day,Chicago,593.0,0.0175,0.21,rain,False,True,False,1016.84,0.183050255967,0.656323777403,44.66,1509811200,2017-11-04 23,3.3,92,10.55
289,39.19,1.0,{u'$date': 1509847204000},43.09,0.95,rain,Chicago,560.0,0.033,0.87,rain,False,True,False,1017.25,0.202243460316,0.6825,44.54,1509807600,2017-11-04 22,2.19,88,10.21
290,25.4,0.65,{u'$date': 1511470802000},20.85,0.62,partly-cloudy-night,Chicago,408.0,0.0,0.0,NoPrecip,True,False,False,1019.23,0.335237429147,0.768137254902,32.49,1511431200,2017-11-23 16,10.0,203,8.08
291,38.82,1.0,{u'$date': 1509393602000},31.95,0.62,cloudy,Chicago,625.0,0.0,0.0,NoPrecip,True,False,False,1003.96,0.203132497054,0.6894,43.99,1509354000,2017-10-30 16,10.0,224,9.42
292,38.81,0.0,{u'$date': 1509397207000},34.84,0.7,clear-night,Chicago,589.0,0.0,0.0,NoPrecip,True,False,False,1004.14,0.180936492751,0.68505942275,43.94,1509357600,2017-10-30 17,10.0,248,9.31
293,39.41,0.0,{u'$date': 1509386409000},28.17,0.53,clear-night,Chicago,643.0,0.0,0.0,NoPrecip,True,False,False,1005.0,0.240329257523,0.723846552618,44.09,1509346800,2017-10-30 14,10.0,224,8.33
294,39.25,0.0,{u'$date': 1509390000000},30.24,0.58,clear-night,Chicago,618.0,0.0,0.0,NoPrecip,True,False,False,1004.63,0.196382019092,0.691343042071,44.08,1509350400,2017-10-30 15,10.0,235,8.67
295,42.21,0.31,{u'$date': 1509379207000},31.24,0.51,partly-cloudy-day,Chicago,661.0,0.0,0.0,NoPrecip,True,False,False,1005.68,0.188811903183,0.683509833585,48.29,1509382800,2017-10-30 12,10.0,271,16.02
296,25.75,0.0,{u'$date': 1509487201000},19.1,0.51,clear-night,Chicago,736.0,0.0,0.0,NoPrecip,True,False,False,1017.97,0.220483065324,0.705551242236,35.36,1509447600,2017-10-31 18,10.0,277,15.42
297,40.14,0.7,{u'$date': 1509372002000},37.2,0.71,partly-cloudy-day,Chicago,574.0,0.0,0.0,NoPrecip,True,False,False,1005.09,0.212075074802,0.690984320557,46.21,1509375600,2017-10-30 10,10.0,273,13.71
298,41.14,0.04,{u'$date': 1509375604000},34.17,0.6,clear-day,Chicago,610.0,0.0,0.0,NoPrecip,True,False,False,1005.35,0.222494104209,0.676721311475,47.24,1509379200,2017-10-30 11,10.0,277,14.86
299,25.67,0.5,{u'$date': 1509476405000},21.54,0.56,wind,Chicago,620.0,0.0,0.0,NoPrecip,True,False,False,1016.14,0.246752063759,0.698709677419,35.85,1509436800,2017-10-31 15,10.0,273,17.73
300,27.21,0.5,{u'$date': 1509472818000},21.08,0.53,wind,Chicago,561.0,0.0,0.0,NoPrecip,True,False,False,1015.32,0.3017817661,0.750623885918,36.56,1509433200,2017-10-31 14,10.0,270,15.67
301,25.51,0.5,{u'$date': 1509483600000},20.39,0.53,wind,Chicago,648.0,0.0,0.0,NoPrecip,True,False,False,1017.19,0.221010480634,0.691666666667,35.65,1509444000,2017-10-31 17,10.0,275,17.38
302,27.33,1.0,{u'$date': 1509480009000},21.21,0.55,cloudy,Chicago,676.0,0.0,0.0,NoPrecip,True,False,False,1016.57,0.198728838705,0.655358316897,35.85,1509440400,2017-10-31 16,10.0,263,12.72
303,28.07,0.0,{u'$date': 1509464503000},20.76,0.53,clear-day,Chicago,205.0,0.0,0.0,NoPrecip,True,False,False,1022.28,0.258049140561,0.735,36.44,1509465600,2017-10-31 11,10.0,273,12.74
304,26.97,0.75,{u'$date': 1509461614000},20.25,0.52,partly-cloudy-day,Chicago,7.0,0.0,0.0,NoPrecip,True,False,False,1021.72,0.434523809524,0.742857142857,35.92,1509462000,2017-10-31 10,10.0,270,13.98
305,37.75,0.0,{u'$date': 1509400800000},37.23,0.77,clear-night,Chicago,687.0,0.0,0.0,NoPrecip,True,False,False,1004.06,0.215697126839,0.703347889374,43.95,1509361200,2017-10-30 18,10.0,267,12.17
306,31.03,0.31,{u'$date': 1509465609000},21.05,0.51,partly-cloudy-day,Chicago,667.0,0.0,0.0,NoPrecip,True,False,False,1022.1,0.222992695831,0.688605697151,37.57,1509469200,2017-10-31 12,10.0,264,9.16
307,41.11,0.0,{u'$date': 1510804814000},45.29,0.97,clear-day,Chicago,592.0,0.005,0.5,rain,False,True,False,1008.54,0.194494902506,0.684290540541,46.2,1510765200,2017-11-15 23,2.72,221,10.6
308,39.83,0.0,{u'$date': 1510801207000},44.18,0.95,clear-day,Chicago,651.0,0.0172,0.56,rain,False,True,False,1009.27,0.21236899334,0.701228878648,45.52,1510761600,2017-11-15 22,2.42,210,11.9
309,38.05,1.0,{u'$date': 1510797607000},43.04,0.94,rain,Chicago,659.0,0.0475,0.83,rain,False,True,False,1009.69,0.16312713971,0.657713707638,44.63,1510758000,2017-11-15 21,3.82,198,13.97
310,37.32,0.0,{u'$date': 1510794010000},42.63,0.94,clear-day,Chicago,625.0,0.0223,0.87,rain,False,True,False,1010.69,0.133614736034,0.6268,44.36,1510754400,2017-11-15 20,2.54,191,15.4
311,26.13,0.8,{u'$date': 1511463603000},20.05,0.6,partly-cloudy-night,Chicago,494.0,0.0,0.0,NoPrecip,True,False,False,1021.5,0.337863051804,0.75020242915,32.24,1511424000,2017-11-23 14,10.0,209,6.51
312,39.68,0.16,{u'$date': 1511672542000},26.86,0.52,clear-day,Chicago,61.0,0.0,0.0,NoPrecip,True,False,False,1021.78,0.273070310837,0.755074160812,43.13,1511719200,2017-11-26 00,10.0,242,5.69
313,51.69,0.11,{u'$date': 1511632857000},42.48,0.71,clear-night,Chicago,63.0,0.0002,0.01,rain,False,True,False,1003.67,0.125162942492,0.630952380952,51.69,1511593200,2017-11-25 13,10.0,298,8.29
314,26.61,0.87,{u'$date': 1511460005000},19.62,0.6,partly-cloudy-night,Chicago,568.0,0.0,0.0,NoPrecip,True,False,False,1022.01,0.312653007957,0.761216255869,32.04,1511420400,2017-11-23 13,10.0,218,5.58
315,43.11,0.08,{u'$date': 1511629435000},32.69,0.56,clear-day,Chicago,38.0,0.0,0.0,NoPrecip,True,False,False,1013.94,0.237396046936,0.703070175439,47.71,1511632800,2017-11-25 12,10.0,299,10.23
316,38.21,0.05,{u'$date': 1511456441000},23.85,0.45,clear-day,Chicago,209.0,0.0,0.0,NoPrecip,True,False,False,1014.51,0.34110863965,0.787559808612,43.59,1511460000,2017-11-23 12,10.0,217,9.7
317,32.09,1.0,{u'$date': 1510945203000},30.94,0.79,cloudy,Chicago,686.0,0.0,0.0,NoPrecip,True,False,False,1023.28,0.215712010196,0.697521865889,36.68,1510905600,2017-11-17 14,9.78,163,5.61
318,31.19,0.53,{u'$date': 1510930800000},32.03,0.77,partly-cloudy-day,Chicago,662.0,0.0,0.0,NoPrecip,True,False,False,1017.49,0.211053716087,0.689167353291,38.52,1510934400,2017-11-17 10,9.72,162,11.48
319,34.25,0.72,{u'$date': 1510934406000},32.27,0.72,partly-cloudy-day,Chicago,706.0,0.0,0.0,NoPrecip,True,False,False,1015.84,0.229962892725,0.715518767705,40.46,1510938000,2017-11-17 11,9.76,161,9.91
320,36.88,0.73,{u'$date': 1510938004000},32.5,0.67,partly-cloudy-day,Chicago,747.0,0.0,0.0,NoPrecip,True,False,False,1013.78,0.266681733517,0.745983935743,42.52,1510941600,2017-11-17 12,9.78,157,9.71
321,32.29,1.0,{u'$date': 1510941607000},30.89,0.79,cloudy,Chicago,717.0,0.0,0.0,NoPrecip,True,False,False,1022.9,0.217808408064,0.702231520223,36.84,1510902000,2017-11-17 13,9.81,161,5.6
322,35.95,0.03,{u'$date': 1511452803000},22.96,0.47,clear-day,Chicago,188.0,0.0001,0.01,rain,False,True,False,1015.72,0.338718307402,0.767553191489,41.56,1511456400,2017-11-23 11,10.0,210,9.14
323,26.19,1.0,{u'$date': 1510876809000},26.48,0.75,cloudy,Chicago,682.0,0.0,0.0,NoPrecip,True,False,False,1021.54,0.172494662446,0.660997067449,33.44,1510837200,2017-11-16 19,10.0,320,8.7
324,25.7,0.99,{u'$date': 1510873201000},26.62,0.77,cloudy,Chicago,713.0,0.0001,0.01,snow,False,False,True,1020.7,0.215549056621,0.723290673212,33.15,1510833600,2017-11-16 18,10.0,313,8.96
325,27.36,0.52,{u'$date': 1510855204000},25.9,0.7,partly-cloudy-night,Chicago,641.0,0.0001,0.01,snow,False,False,True,1016.93,0.162914152204,0.653354134165,34.73,1510815600,2017-11-16 13,10.0,293,9.5
326,30.36,1.0,{u'$date': 1510851600000},27.41,0.71,cloudy,Chicago,673.0,0.0001,0.01,rain,False,True,False,1024.1,0.210659915278,0.699814264487,36.01,1510855200,2017-11-16 12,10.0,340,6.94
327,29.63,1.0,{u'$date': 1510848004000},27.14,0.72,cloudy,Chicago,686.0,0.0003,0.01,rain,False,True,False,1024.31,0.210550613294,0.7277696793,35.24,1510851600,2017-11-16 11,9.98,326,6.66
328,27.73,1.0,{u'$date': 1510844411000},26.73,0.73,cloudy,Chicago,619.0,0.0016,0.01,snow,False,False,True,1024.21,0.22483864391,0.713085621971,34.52,1510848000,2017-11-16 10,10.0,326,8.33
329,32.11,0.19,{u'$date': 1509325202000},28.7,0.71,clear-day,Chicago,612.0,0.0,0.0,NoPrecip,True,False,False,1012.98,0.186895779364,0.649673202614,37.13,1509285600,2017-10-29 21,10.0,281,6.33
330,26.58,0.29,{u'$date': 1510866001000},26.05,0.77,partly-cloudy-night,Chicago,605.0,0.0,0.0,NoPrecip,True,False,False,1018.67,0.217537483794,0.699358878037,32.48,1510826400,2017-11-16 16,10.0,290,6.28
331,35.18,0.25,{u'$date': 1509332403000},26.48,0.57,partly-cloudy-day,Chicago,841.0,0.0,0.0,NoPrecip,True,False,False,1012.3,0.118960907544,0.61807372176,40.66,1509292800,2017-10-29 23,10.0,248,8.43
332,34.31,0.21,{u'$date': 1509328801000},27.2,0.62,clear-day,Chicago,884.0,0.0,0.0,NoPrecip,True,False,False,1012.86,0.186872854526,0.721578054299,39.14,1509289200,2017-10-29 22,10.0,272,6.67
333,34.34,0.0,{u'$date': 1510149603000},27.58,0.65,clear-day,Chicago,519.0,0.0,0.0,NoPrecip,True,False,False,1029.01,0.218510983732,0.691522157996,38.45,1510153200,2017-11-08 09,9.6,294,5.4
334,29.88,0.0,{u'$date': 1510146026000},28.29,0.77,clear-day,Chicago,390.0,0.0,0.0,NoPrecip,True,False,False,1029.02,0.217141606079,0.671965811966,34.75,1510149600,2017-11-08 08,9.64,290,5.52
335,28.09,0.0,{u'$date': 1510128168000},26.8,0.79,clear-night,Chicago,100.0,0.0,0.0,NoPrecip,True,False,False,1027.99,0.0946677128427,0.5895,32.71,1510131600,2017-11-08 03,9.68,303,4.8
336,28.56,0.0,{u'$date': 1510124410000},27.58,0.8,clear-night,Chicago,170.0,0.0,0.0,NoPrecip,True,False,False,1028.0,0.126061576903,0.584705882353,33.18,1510128000,2017-11-08 02,9.68,298,4.89
337,30.06,0.0,{u'$date': 1510120805000},28.23,0.79,clear-night,Chicago,301.0,0.0,0.0,NoPrecip,True,False,False,1027.96,0.169851960094,0.647936172355,34.12,1510124400,2017-11-08 01,9.58,289,4.45
338,40.52,0.0,{u'$date': 1510117207000},26.16,0.49,clear-day,Chicago,447.0,0.0,0.0,NoPrecip,True,False,False,1026.94,0.143646368755,0.638534675615,44.06,1510164000,2017-11-08 00,9.95,284,6.11
339,27.56,0.0,{u'$date': 1510142411000},26.65,0.83,clear-day,Chicago,229.0,0.0,0.0,NoPrecip,True,False,False,1028.5,0.212667097125,0.695021834061,31.31,1510146000,2017-11-08 07,9.2,274,3.76
340,26.61,0.14,{u'$date': 1510138843000},26.74,0.83,clear-night,Chicago,101.0,0.0,0.0,NoPrecip,True,False,False,1027.95,0.267510957941,0.688118811881,31.19,1510142400,2017-11-08 06,9.61,280,4.5
341,27.36,0.0,{u'$date': 1510135233000},26.82,0.82,clear-night,Chicago,59.0,0.0,0.0,NoPrecip,True,False,False,1027.87,0.179022366522,0.680508474576,31.57,1510138800,2017-11-08 05,9.49,282,4.2
342,28.46,0.0,{u'$date': 1510131605000},26.38,0.78,clear-night,Chicago,53.0,0.0,0.0,NoPrecip,True,False,False,1027.89,0.120566888562,0.577358490566,32.57,1510135200,2017-11-08 04,9.57,285,4.26
343,26.96,0.2,{u'$date': 1509969611000},27.07,0.75,clear-day,Chicago,185.0,0.0,0.0,NoPrecip,True,False,False,1023.3,0.173514165139,0.627891891892,34.26,1509973200,2017-11-06 07,9.81,327,9.15
344,27.28,0.2,{u'$date': 1509966044000},28.35,0.76,clear-night,Chicago,94.0,0.0,0.0,NoPrecip,True,False,False,1022.65,0.219072142397,0.633244680851,35.26,1509969600,2017-11-06 06,9.91,325,11.07
345,17.21,0.05,{u'$date': 1511398809000},16.3,0.72,clear-day,Chicago,263.0,0.0,0.0,NoPrecip,True,False,False,1028.37,0.197614706204,0.671815589354,23.86,1511359200,2017-11-22 20,10.0,290,5.3
346,26.98,0.04,{u'$date': 1511411181000},16.86,0.57,clear-day,Chicago,251.0,0.0,0.0,NoPrecip,True,False,False,1028.92,0.146473739482,0.618326693227,30.34,1511370000,2017-11-22 23,10.0,267,3.33
347,50.46,0.7,{u'$date': 1509886825000},50.21,0.99,fog,Chicago,211.0,0.0005,0.05,rain,False,True,False,1008.96,0.222999129184,0.674881516588,50.46,1509886800,2017-11-05 08,0.95,349,3.49
348,50.47,0.7,{u'$date': 1509890406000},50.14,0.99,fog,Chicago,344.0,0.0005,0.05,rain,False,True,False,1007.46,0.249758446806,0.756540697674,50.47,1509890400,2017-11-05 09,1.46,47,3.9
349,26.13,0.8,{u'$date': 1511420400000},20.05,0.6,partly-cloudy-night,Chicago,36.0,0.0,0.0,NoPrecip,True,False,False,1021.5,0.080362654321,0.583101851852,32.24,1511424000,2017-11-23 02,10.0,209,6.51
350,25.94,0.76,{u'$date': 1511424356000},20.24,0.6,partly-cloudy-night,Chicago,30.0,0.0,0.0,NoPrecip,True,False,False,1020.54,0.319269079686,0.733333333333,32.37,1511427600,2017-11-23 03,10.0,203,7.0
351,25.4,0.65,{u'$date': 1511427676000},20.85,0.62,partly-cloudy-night,Chicago,19.0,0.0,0.0,NoPrecip,True,False,False,1019.23,0.116140730614,0.531578947368,32.49,1511431200,2017-11-23 04,10.0,203,8.08
352,25.54,0.89,{u'$date': 1511431280000},21.25,0.62,partly-cloudy-night,Chicago,24.0,0.0,0.0,NoPrecip,True,False,False,1018.58,0.294365079365,0.729166666667,32.73,1511434800,2017-11-23 05,10.0,212,8.34
353,26.35,0.98,{u'$date': 1511434924000},21.7,0.62,cloudy,Chicago,18.0,0.0,0.0,NoPrecip,True,False,False,1018.67,0.202954144621,0.527777777778,33.23,1511438400,2017-11-23 06,10.0,208,7.98
354,26.84,0.41,{u'$date': 1511438412000},22.11,0.63,partly-cloudy-day,Chicago,18.0,0.0,0.0,NoPrecip,True,False,False,1017.98,0.306481481481,0.731111111111,33.17,1511442000,2017-11-23 07,10.0,202,7.1
355,51.16,0.0,{u'$date': 1509854414000},50.12,0.96,clear-day,Chicago,490.0,0.0037,0.21,rain,False,True,False,1007.94,0.18689421598,0.657908163265,51.16,1509901200,2017-11-05 00,3.68,331,2.03
356,50.57,1.0,{u'$date': 1509858009000},50.15,0.98,fog,Chicago,651.0,0.0045,0.45,rain,False,True,False,1010.29,0.134914889983,0.609831029186,50.57,1509861600,2017-11-05 01,1.53,305,2.92
357,50.55,0.7,{u'$date': 1509865205000},50.22,0.99,fog,Chicago,187.0,0.0007,0.07,rain,False,True,False,1009.98,0.126009488877,0.556803327392,50.55,1509865200,2017-11-05 02,1.94,296,0.97
358,50.59,0.0,{u'$date': 1509868835000},50.17,0.98,clear-night,Chicago,144.0,0.0007,0.07,rain,False,True,False,1010.0,0.121448661132,0.588888888889,50.59,1509868800,2017-11-05 03,2.2,333,2.27
359,50.04,1.0,{u'$date': 1509872414000},49.59,0.98,cloudy,Chicago,100.0,0.0,0.0,NoPrecip,True,False,False,1008.84,0.104474825262,0.638,50.04,1509872400,2017-11-05 04,2.05,358,3.38
360,49.75,0.7,{u'$date': 1509876012000},49.44,0.99,fog,Chicago,70.0,0.0,0.0,NoPrecip,True,False,False,1008.62,0.0900524719989,0.57,49.75,1509876000,2017-11-05 05,1.91,27,2.95
361,50.29,0.7,{u'$date': 1509879655000},49.58,0.97,fog,Chicago,108.0,0.0,0.0,NoPrecip,True,False,False,1008.43,0.161152133099,0.711419753086,50.29,1509879600,2017-11-05 06,1.48,24,1.31
362,29.36,0.18,{u'$date': 1509321613000},28.58,0.78,clear-day,Chicago,559.0,0.0,0.0,NoPrecip,True,False,False,1012.84,0.198677678124,0.681797853309,34.67,1509282000,2017-10-29 20,10.0,272,6.08
363,26.08,0.18,{u'$date': 1510862400000},26.04,0.76,clear-night,Chicago,648.0,0.0,0.0,NoPrecip,True,False,False,1018.06,0.234779547709,0.740740740741,32.83,1510822800,2017-11-16 15,10.0,290,7.62
364,52.7,0.02,{u'$date': 1511582469000},34.55,0.5,clear-day,Chicago,55.0,0.0007,0.01,rain,False,True,False,1004.64,0.0796804407713,0.535,52.7,1511542800,2017-11-24 23,10.0,192,12.25
365,43.61,0.03,{u'$date': 1511578830000},33.01,0.55,clear-day,Chicago,45.0,0.0004,0.01,rain,False,True,False,1006.06,0.140859429151,0.600802469136,48.53,1511539200,2017-11-24 22,10.0,193,11.87
